"ID","INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","UOR_DESC","LEOKA_APPLIES","OFFICER_KILLED","TYPE_OF_ASSIGNMENT","TYPE_OF_ACTIVITY","OFFENSE_CITY","OFFENSE_ZIP"
"7319","80-11-037834","2011-05-16 03:38:00","2011-05-16 03:38:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HOTEL / MOTEL / ETC.","1600 BLOCK ARTHUR ST                                        ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"7320","80-11-037834","2011-05-16 03:38:00","2011-05-16 03:38:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HOTEL / MOTEL / ETC.","1600 BLOCK ARTHUR ST                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"7321","80-11-056690","2011-07-03 01:49:00","2011-07-03 00:30:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 2ND ST / W JEFFERSON ST                                   ","TERRORISTIC THREATENING 2ND DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LVIL","40202"
"7322","80-14-001435","2014-01-07 14:53:00","2014-01-05 17:05:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","624","HIGHWAY / ROAD / ALLEY","7300 BLOCK VERONA WAY                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40218"
"7323","80-14-001435","2014-01-07 14:53:00","2014-01-05 17:05:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","624","HIGHWAY / ROAD / ALLEY","7300 BLOCK VERONA WAY                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40218"
"7324","80-14-005045","2014-01-20 17:07:00","2014-01-20 17:00:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","212","HIGHWAY / ROAD / ALLEY","S 35TH ST / W BROADWAY                                      ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40211"
"7325","80-14-024059","2014-04-07 08:02:00","2014-04-07 08:02:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","SCHOOL - ELEMENTARY / SECONDARY","5900 BLOCK GREENWOOD RD                                     ","ASSAULT - 3RD DEGREE (SCHOOL EMPLOYEE OR SCHOOL VOLUNTEER)","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40258"
"7326","80-14-024059","2014-04-07 08:02:00","2014-04-07 08:02:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","331","SCHOOL - ELEMENTARY / SECONDARY","5900 BLOCK GREENWOOD RD                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40258"
"7327","80-14-027928","2014-04-21 16:50:00","2014-04-21 16:40:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","5000 BLOCK WABASH PL                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40214"
"7328","80-14-027928","2014-04-21 16:50:00","2014-04-21 16:40:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","5000 BLOCK WABASH PL                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40214"
"7329","80-14-025040","2014-04-10 16:21:00","2014-04-10 16:21:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","4300 BLOCK S 3RD ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40214"
"7330","80-14-025040","2014-04-10 16:21:00","2014-04-10 16:21:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","4300 BLOCK S 3RD ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40214"
"7331","80-14-027928","2014-04-21 16:50:00","2014-04-21 16:40:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","5000 BLOCK WABASH PL                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40214"
"7332","80-14-027928","2014-04-21 16:50:00","2014-04-21 16:40:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","5000 BLOCK WABASH PL                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40214"
"7333","80-14-028651","2014-04-24 02:44:00","2014-04-24 02:44:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","CONVENIENCE STORE","300 BLOCK E ST CATHERINE ST                                 ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7334","80-14-028651","2014-04-24 02:44:00","2014-04-24 02:44:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","412","CONVENIENCE STORE","300 BLOCK E ST CATHERINE ST                                 ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7335","80-14-028651","2014-04-24 02:44:00","2014-04-24 02:44:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","CONVENIENCE STORE","300 BLOCK E ST CATHERINE ST                                 ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7336","80-14-028651","2014-04-24 02:44:00","2014-04-24 02:44:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","CONVENIENCE STORE","300 BLOCK E ST CATHERINE ST                                 ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7337","80-14-028651","2014-04-24 02:44:00","2014-04-24 02:44:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","412","CONVENIENCE STORE","300 BLOCK E ST CATHERINE ST                                 ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7338","80-14-028651","2014-04-24 02:44:00","2014-04-24 02:44:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","412","CONVENIENCE STORE","300 BLOCK E ST CATHERINE ST                                 ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"7339","80-14-027997","2014-04-21 21:44:00","2014-04-21 21:44:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","4600 BLOCK ROSE FARM DR                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"7340","80-14-027997","2014-04-21 21:44:00","2014-04-21 21:44:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","4600 BLOCK ROSE FARM DR                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"7341","80-14-029244","2014-04-25 20:39:00","2014-04-25 19:40:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","135","DRUG STORE/DR`S OFFICE/HOSPITAL","500 BLOCK S JACKSON ST                                      ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"7342","80-14-029244","2014-04-25 20:39:00","2014-04-25 19:40:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","135","DRUG STORE/DR`S OFFICE/HOSPITAL","500 BLOCK S JACKSON ST                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"7343","80-11-081875","2011-10-10 18:43:00","2011-10-10 18:43:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","423","PARK / PLAYGROUND","PARK - WATTERSON LAKE PARK                                  ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40215"
"7344","80-11-081875","2011-10-10 18:43:00","2011-10-10 18:43:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","PARK / PLAYGROUND","PARK - WATTERSON LAKE PARK                                  ","WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40215"
"7345","80-12-005062","2012-01-07 23:01:00","2012-01-07 23:01:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","331","OTHER / UNKNOWN","6800 BLOCK DIXIE HWY                                        ","TERRORISTIC THREATENING 2ND DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"7346","80-12-005062","2012-01-07 23:01:00","2012-01-07 23:01:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","331","OTHER / UNKNOWN","6800 BLOCK DIXIE HWY                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"7347","80-11-101308","2011-12-10 21:38:00","2011-12-10 19:12:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","322","OTHER RESIDENCE (APARTMENT/CONDO)","400 BLOCK HILLVIEW DR                                       ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40214"
"7348","80-14-034368","2014-05-14 05:49:00","2014-05-14 03:17:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","624","RESIDENCE / HOME","4500 BLOCK FEGENBUSH LN                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40228"
"7349","80-14-039421","2014-05-31 19:15:00","2014-05-31 19:15:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","POPLAR LEVEL CT / POPLAR LEVEL RD                           ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40219"
"7350","80-14-039421","2014-05-31 19:15:00","2014-05-31 19:15:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","POPLAR LEVEL CT / POPLAR LEVEL RD                           ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40219"
"7351","80-11-086610","2011-10-26 01:20:00","2011-10-26 01:20:00","ASSAULT","13B","PART II","COMPLETED","8TH DIVISION","811","PARKING LOT / GARAGE","11500 BLOCK MAPLE BROOK DR                                  ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40241"
"7352","80-11-101308","2011-12-10 21:38:00","2011-12-10 19:12:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","322","OTHER RESIDENCE (APARTMENT/CONDO)","400 BLOCK HILLVIEW DR                                       ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40214"
"7353","80-12-088257","2012-11-05 22:44:00","2012-11-05 22:44:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","900 BLOCK ALGONQUIN PKY                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"7354","80-12-088257","2012-11-05 22:44:00","2012-11-05 22:44:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","900 BLOCK ALGONQUIN PKY                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"7355","80-12-088955","2012-11-08 11:29:00","2012-07-27 18:27:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","RESIDENCE / HOME","4200 WALLINGFORD LN                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","",""
"7356","80-12-099981","2012-12-17 21:28:00","2012-12-17 21:15:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","211","RESIDENCE / HOME","600 BLOCK S 44TH ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40211"
"7357","80-11-034657","2011-05-07 22:47:00","2011-05-07 22:47:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","S 6TH ST / W ORMSBY AVE                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40203"
"7358","80-11-034657","2011-05-07 22:47:00","2011-05-07 22:47:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","S 6TH ST / W ORMSBY AVE                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40203"
"7359","80-12-101065","2012-12-14 04:52:00","2012-12-14 03:05:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","7TH STREET RD / BERRY BLVD                                  ","WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40216"
"7360","80-12-101065","2012-12-14 04:52:00","2012-12-14 03:05:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","7TH STREET RD / BERRY BLVD                                  ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40216"
"7361","80-13-001707","2012-12-31 22:15:00","2012-12-31 22:15:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","OTHER RESIDENCE (APARTMENT/CONDO)","1200 BLOCK LIBERTY CT                                       ","MENACING","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40203"
"7362","80-13-001707","2012-12-31 22:15:00","2012-12-31 22:15:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","1200 BLOCK LIBERTY CT                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40203"
"7363","80-12-090828","2012-11-14 21:02:00","2012-11-14 21:02:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","436","OTHER RESIDENCE (APARTMENT/CONDO)","4800 BLOCK S 3RD ST                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"7364","80-12-090828","2012-11-14 21:02:00","2012-11-14 21:02:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","436","OTHER RESIDENCE (APARTMENT/CONDO)","4800 BLOCK S 3RD ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"7365","80-12-092155","2012-11-19 23:00:00","2012-11-19 20:17:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","212","HIGHWAY / ROAD / ALLEY","3600 BLOCK GREENWOOD AVE                                    ","ASSAULT - 2ND DEGREE - POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40211"
"7366","80-12-092155","2012-11-19 23:00:00","2012-11-19 20:17:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","212","HIGHWAY / ROAD / ALLEY","3600 BLOCK GREENWOOD AVE                                    ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40211"
"7367","80-12-052863","2012-07-03 18:13:00","2012-07-03 18:13:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","RESIDENCE / HOME","1300 BLOCK S 2ND ST                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40208"
"7368","80-12-052863","2012-07-03 18:13:00","2012-07-03 18:13:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","1300 BLOCK S 2ND ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40208"
"7369","80-12-066040","2012-08-19 00:24:00","2012-08-19 00:01:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","724","RESIDENCE / HOME","3900 BLOCK CARBINE LN                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40229"
"7370","80-12-066040","2012-08-19 00:24:00","2012-08-19 00:01:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","724","RESIDENCE / HOME","3900 BLOCK CARBINE LN                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40229"
"7371","80-12-066040","2012-08-19 00:24:00","2012-08-19 00:01:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","724","RESIDENCE / HOME","3900 BLOCK CARBINE LN                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40229"
"7372","80-12-066040","2012-08-19 00:24:00","2012-08-19 00:01:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","724","RESIDENCE / HOME","3900 BLOCK CARBINE LN                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40229"
"7373","80-12-088944","2012-11-08 10:47:00","2012-07-13 05:11:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","GOVERNMENT / PUBLIC BUILDING","400 S 6TH ST                                                ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","",""
"7374","80-12-088944","2012-11-08 10:47:00","2012-07-13 05:11:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","GOVERNMENT / PUBLIC BUILDING","400 S 6TH ST                                                ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","",""
"7375","80-12-056281","2012-07-14 03:30:00","2012-07-14 02:45:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","134","JAIL / PENITENTARY","I64W AT I65                                                 ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40202"
"7376","80-12-056281","2012-07-14 03:30:00","2012-07-14 02:45:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","134","JAIL / PENITENTARY","I64W AT I65                                                 ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40202"
"7377","80-12-052746","2012-07-03 12:43:00","2012-07-03 12:43:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","RESIDENCE / HOME","500 BLOCK QUEST DR                                          ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40203"
